accession_code,lat,lon
PI_468507,29.55694444,-95.83555556
PI_494568,27.80027778,-97.39611111
PI_531013,42.83333333,-114.9166667
PI_531028,43.5225,-112.2291667
PI_531036,47.1,-107.5
PI_586808,47.43333333,-99.33333333
PI_586809,47.47111111,-100.6366667
PI_586840,40.61666667,-104.7166667
PI_586843,39.83333333,-104.4166667
PI_586881,43.38333333,-99.93333333
PI_649814,33.49361111,-112.9363889
PI_649819,32.6175,-116.1888889
